gid	ttype	po	syn	tid	impact	eff
SORBI_3001G174900	mRNA	0.8681192660550459	syntenic	EER91265	high	frameshift_variant
SORBI_3001G176000	mRNA	0.9749843652282677	syntenic	EER93852	high	frameshift_variant
SORBI_3001G183100	mRNA	0.8361395069152134	syntenic	KXG38121	high	frameshift_variant
SORBI_3001G187900	mRNA	0.9987677141096735	syntenic	KXG38154	high	frameshift_variant
SORBI_3001G188000	mRNA	0.8422700587084149	syntenic	EER93910	high	frameshift_variant
SORBI_3001G188600	mRNA	0.936069455406472	syntenic	EER91338	high	frameshift_variant
SORBI_3001G194900	mRNA	0.8115717821782178	syntenic	OQU91513	high	frameshift_variant
SORBI_3001G196400	mRNA	0.8318626281898402	syntenic	KXG38193	high	frameshift_variant
SORBI_3001G196800	mRNA	0.9337124926456168	syntenic	KXG38195	high	frameshift_variant
SORBI_3001G198200	mRNA	0.9537533512064343	syntenic	OQU91527	high	frameshift_variant
SORBI_3001G199300	mRNA	0.9922480620155039	syntenic	EER91391	high	frameshift_variant
SORBI_3001G201700	mRNA	0.9171442606844604	syntenic	KXG38219	high	frameshift_variant
SORBI_3001G202550	mRNA	0.8812877263581489	syntenic	OQU91547	high	frameshift_variant
SORBI_3001G203100	mRNA	0.91	syntenic	EER93981	high	frameshift_variant
SORBI_3001G205900	mRNA	0.9386437029063509	syntenic	EER94006	high	frameshift_variant
SORBI_3001G208600	mRNA	0.9826697892271663	syntenic	OQU91581	high	frameshift_variant
SORBI_3001G211500	mRNA	0.7523510971786834	syntenic	KXG38280	high	frameshift_variant
SORBI_3001G212300	mRNA	0.9508938186517338	syntenic	EER94044	high	frameshift_variant
SORBI_3001G214900	mRNA	0.8427299703264095	syntenic	EER91465	high	frameshift_variant
SORBI_3001G215300	mRNA	0.878315649867374	syntenic	OQU91615	high	frameshift_variant
SORBI_3001G217100	mRNA	0.9224991464663708	syntenic	KXG38314	high	frameshift_variant
SORBI_3001G218800	mRNA	0.7560364464692483	syntenic	OQU91633	high	frameshift_variant
SORBI_3001G228900	mRNA	0.9828080229226361	syntenic	EER91520	high	frameshift_variant
SORBI_3001G293600	mRNA	0.8503843879361325	syntenic	KXG38894	high	frameshift_variant
SORBI_3001G313000	mRNA	0.8674082982561636	syntenic	EER94579	high	frameshift_variant
SORBI_3001G313301	mRNA	0.9971830985915493	syntenic	OQU92227	high	frameshift_variant
SORBI_3001G313600	mRNA	0.7943640517897944	syntenic	KXG39011	high	frameshift_variant
SORBI_3001G316700	mRNA	0.9170942259141623	syntenic	EER94594	high	frameshift_variant
SORBI_3001G320300	mRNA	0.8877872915727806	syntenic	EER94621	high	frameshift_variant
SORBI_3001G321800	mRNA	0.7598102630444157	syntenic	EER94630	high	frameshift_variant
SORBI_3001G323600	mRNA	0.9191176470588235	syntenic	EER94636	high	frameshift_variant
SORBI_3001G345300	mRNA	0.8045474420638391	syntenic	EER94725	high	frameshift_variant
SORBI_3001G347201	mRNA	0.9513014273719563	syntenic	OQU92460	high	frameshift_variant
SORBI_3001G347300	mRNA	0.7928632115548003	syntenic	OQU92461	high	frameshift_variant
SORBI_3001G354700	mRNA	0.9796061884669479	syntenic	KXG39261	high	frameshift_variant
SORBI_3001G356200	mRNA	0.9503188097768331	syntenic	EER94784	high	frameshift_variant
SORBI_3001G358900	mRNA	0.7784647089129315	syntenic	EER92216	high	frameshift_variant
SORBI_3001G359900	mRNA	0.8877659574468085	syntenic	OQU92544	high	frameshift_variant
SORBI_3001G360000	mRNA	0.8487994808565866	syntenic	EER94801	high	frameshift_variant
SORBI_3001G362001	mRNA	0.7521895929933025	syntenic	OQU92552	high	frameshift_variant
SORBI_3001G364100	mRNA	0.8609341825902336	syntenic	KXG39318	high	frameshift_variant
SORBI_3001G365700	mRNA	0.8262967430639324	syntenic	EER92238	high	frameshift_variant
SORBI_3001G365800	mRNA	0.9603321033210332	syntenic	KXG39330	high	frameshift_variant
SORBI_3001G366600	mRNA	0.9395143487858719	syntenic	EER92246	high	frameshift_variant
SORBI_3001G369000	mRNA	0.8373380129589633	syntenic	EER94839	high	frameshift_variant
SORBI_3001G369101	mRNA	0.7633136094674556	syntenic	KXG39849	high	frameshift_variant
SORBI_3001G374000	mRNA	0.8869127516778523	syntenic	KXG39395	high	frameshift_variant
SORBI_3001G375100	mRNA	0.8142410248771041	syntenic	EER92288	high	frameshift_variant
SORBI_3001G379400	mRNA	0.8057142857142857	syntenic	OQU92637	high	frameshift_variant
SORBI_3001G380800	mRNA	0.7800541167375338	syntenic	EER92308	high	frameshift_variant
SORBI_3001G382000	mRNA	0.9324766355140187	syntenic	KXG39432	high	frameshift_variant
SORBI_3001G384200	mRNA	0.9649981864345303	syntenic	EER92321	high	frameshift_variant
SORBI_3001G384500	mRNA	0.8684822318166722	syntenic	KXG39452	high	frameshift_variant
SORBI_3001G393200	mRNA	0.9384384384384384	syntenic	OQU92704	high	frameshift_variant
SORBI_3001G397550	mRNA	0.9718670076726342	syntenic	OQU92722	high	frameshift_variant
SORBI_3001G398400	mRNA	0.7655538694992413	syntenic	EER94989	high	frameshift_variant
SORBI_3001G398950	mRNA	0.7726384364820847	syntenic	OQU92733	high	frameshift_variant
SORBI_3001G399800	mRNA	0.8778954334877564	syntenic	OQU92738	high	frameshift_variant
SORBI_3001G399900	mRNA	0.9513859275053305	syntenic	EER95000	high	frameshift_variant
SORBI_3001G402400	mRNA	0.7825051595491348	syntenic	EER92402	high	frameshift_variant
SORBI_3001G407600	mRNA	0.808109833971903	syntenic	EER92416	high	frameshift_variant
SORBI_3001G410700	mRNA	0.841742064100598	syntenic	EER92428	high	frameshift_variant
SORBI_3001G411800	mRNA	0.8711111111111111	syntenic	KXG39635	high	frameshift_variant
SORBI_3001G414000	mRNA	0.8659084106554924	syntenic	EER95065	high	frameshift_variant
SORBI_3001G414200	mRNA	0.788027477919529	syntenic	KXG39648	high	frameshift_variant
SORBI_3001G415000	mRNA	0.9304589707927677	syntenic	EER95070	high	frameshift_variant
SORBI_3001G418400	mRNA	0.7689470154258886	syntenic	OQU92813	high	frameshift_variant
SORBI_3001G423200	mRNA	0.9790382244143033	syntenic	KXG39704	high	frameshift_variant
SORBI_3001G424066	mRNA	0.8357388316151203	syntenic	OQU92855	high	frameshift_variant
SORBI_3001G424900	mRNA	0.9882352941176471	syntenic	EER95116	high	frameshift_variant
SORBI_3001G425750	mRNA	0.9449339207048458	syntenic	OQU92864	high	frameshift_variant
SORBI_3001G426100	mRNA	0.8704725353801871	syntenic	EER92500	high	frameshift_variant
SORBI_3001G427200	mRNA	0.9203206034889203	syntenic	EER92502	high	frameshift_variant
SORBI_3001G427300	mRNA	0.9082348226808254	syntenic	EER95132	high	frameshift_variant
SORBI_3001G429500	mRNA	0.9697306303804498	syntenic	OQU92882	high	frameshift_variant
SORBI_3001G430200	mRNA	0.994567901234568	syntenic	KXG39737	high	frameshift_variant
SORBI_3001G431500	mRNA	0.9749776586237712	syntenic	EER95156	high	frameshift_variant
SORBI_3001G434300	mRNA	0.9648798521256932	syntenic	EER92541	high	frameshift_variant
SORBI_3001G434600	mRNA	0.9386409736308317	syntenic	EER95166	high	frameshift_variant
SORBI_3001G438000	mRNA	0.7920318725099602	syntenic	EER95179	high	frameshift_variant
SORBI_3001G442750	mRNA	0.9216182048040455	syntenic	OQU92940	high	frameshift_variant
SORBI_3001G445400	mRNA	0.8330693696547355	syntenic	KXG39820	high	frameshift_variant
SORBI_3001G448000	mRNA	0.8699480695416573	syntenic	KXG39831	high	frameshift_variant
SORBI_3001G449100	mRNA	0.9731182795698925	syntenic	EER92612	high	frameshift_variant
SORBI_3001G449300	mRNA	0.9275893675527039	syntenic	OQU92969	high	frameshift_variant
SORBI_3001G451450	mRNA	0.9795918367346939	syntenic	OQU92978	high	frameshift_variant
SORBI_3001G452700	mRNA	0.9841070681723129	syntenic	KXG39847	high	frameshift_variant
SORBI_3001G453900	mRNA	0.94180225281602	syntenic	EER95261	high	frameshift_variant
SORBI_3001G455100	mRNA	0.7976710334788938	syntenic	EER92637	high	frameshift_variant
SORBI_3001G460400	mRNA	0.9909443725743855	syntenic	KXG39898	high	frameshift_variant
SORBI_3001G462800	mRNA	0.9114528101802757	syntenic	EER95306	high	frameshift_variant
SORBI_3001G464600	mRNA	0.9588038477624425	syntenic	KXG39923	high	frameshift_variant
SORBI_3001G466500	mRNA	0.9983228511530399	syntenic	EER95319	high	frameshift_variant
SORBI_3001G468100	mRNA	0.8618198238880108	syntenic	KXG39946	high	frameshift_variant
SORBI_3001G468400	mRNA	0.8379554105492115	syntenic	EER92693	high	frameshift_variant
SORBI_3001G468600	mRNA	0.8102714209686003	syntenic	EER95330	high	frameshift_variant
SORBI_3001G470100	mRNA	0.8819241982507289	syntenic	OQU93068	high	frameshift_variant
SORBI_3001G474400	mRNA	0.9372593431483579	syntenic	EER92716	high	frameshift_variant
SORBI_3001G475701	mRNA	0.9663978494623656	syntenic	OQU93090	high	frameshift_variant
SORBI_3001G477800	mRNA	0.8819444444444444	syntenic	EER95365	high	frameshift_variant
SORBI_3001G480800	mRNA	0.9346416681268618	syntenic	EER95387	high	frameshift_variant
SORBI_3001G482900	mRNA	0.8586607363479121	syntenic	KXG40046	high	frameshift_variant
SORBI_3001G484800	mRNA	0.9729987293519695	syntenic	KXG40058	high	frameshift_variant
SORBI_3001G485901	mRNA	0.9312431243124313	syntenic	OQU93140	high	frameshift_variant
SORBI_3001G486800	mRNA	0.9633333333333334	syntenic	KXG40072	high	frameshift_variant
SORBI_3001G488800	mRNA	0.9485657764589516	syntenic	EER95421	high	frameshift_variant
SORBI_3001G494500	mRNA	0.9495476687543494	syntenic	OQU93174	high	frameshift_variant
SORBI_3001G496200	mRNA	0.760284408329101	syntenic	EER95463	high	frameshift_variant
SORBI_3001G506033	mRNA	0.9486301369863014	syntenic	OQU93242	high	frameshift_variant
SORBI_3001G506066	mRNA	0.9021739130434783	syntenic	OQU93243	high	frameshift_variant
SORBI_3001G506500	mRNA	0.9276066990815776	syntenic	OQU93246	high	frameshift_variant
SORBI_3001G513400	mRNA	0.8369166229680126	syntenic	KXG40235	high	frameshift_variant
SORBI_3001G515400	mRNA	0.9932279909706546	syntenic	EER92916	high	frameshift_variant
SORBI_3001G516000	mRNA	0.7566024268379729	syntenic	EER95563	high	frameshift_variant
SORBI_3001G516100	mRNA	0.8500931098696461	syntenic	EER95565	high	frameshift_variant
SORBI_3001G517800	mRNA	0.9192257584217384	syntenic	EER92921	high	frameshift_variant
SORBI_3001G520800	mRNA	0.9248491497531541	syntenic	KXG40268	high	frameshift_variant
SORBI_3001G522050	mRNA	0.9124548736462094	syntenic	OQU93333	high	frameshift_variant
SORBI_3001G525500	mRNA	0.986013986013986	syntenic	EER95602	high	frameshift_variant
SORBI_3001G528800	mRNA	0.9622710622710623	syntenic	KXG40321	high	frameshift_variant
SORBI_3001G529900	mRNA	0.7650485436893204	syntenic	OQU93371	high	frameshift_variant
SORBI_3001G534600	mRNA	0.9228909838046894	syntenic	OQU93399	high	frameshift_variant
SORBI_3001G534800	mRNA	0.8582043343653251	syntenic	KXG40365	high	frameshift_variant
SORBI_3001G537300	mRNA	0.8512752075919335	syntenic	OQU93425	high	frameshift_variant
SORBI_3001G539400	mRNA	0.7963156792966297	syntenic	KXG40399	high	frameshift_variant
SORBI_3001G541700	mRNA	0.9792746113989638	syntenic	KXG40414	high	frameshift_variant
SORBI_3001G543900	mRNA	0.8451681793913508	syntenic	KXG40431	high	frameshift_variant
SORBI_3002G000900	mRNA	0.9254658385093167	syntenic	EER95714	high	frameshift_variant
SORBI_3002G006600	mRNA	0.7581024805359406	syntenic	KXG34265	high	frameshift_variant
SORBI_3002G007000	mRNA	0.8071625344352618	syntenic	OQU88306	high	frameshift_variant
SORBI_3002G009800	mRNA	0.7637073756947574	syntenic	EER95751	high	frameshift_variant
SORBI_3002G009900	mRNA	0.8246777163904235	syntenic	EER95752	high	frameshift_variant
SORBI_3002G027800	mRNA	0.7615332428765265	syntenic	KXG34359	high	frameshift_variant
SORBI_3002G028400	mRNA	0.9211850195640022	syntenic	OQU88410	high	frameshift_variant
SORBI_3002G029100	mRNA	0.9101913315111285	syntenic	EER95850	high	frameshift_variant
SORBI_3002G037400	mRNA	0.9982578397212544	syntenic	OQU88453	high	frameshift_variant
SORBI_3002G047000	mRNA	0.841182364729459	syntenic	KXG34475	high	frameshift_variant
SORBI_3002G049000	mRNA	0.9208356239692138	syntenic	KXG34492	high	frameshift_variant
SORBI_3002G049200	mRNA	0.800772281360885	syntenic	EER95921	high	frameshift_variant
SORBI_3002G218900	mRNA	0.8866449511400651	syntenic	EER98982	high	frameshift_variant
SORBI_3002G222400	mRNA	0.8174342105263158	syntenic	EER98997	high	frameshift_variant
SORBI_3002G227900	mRNA	0.9355013550135501	syntenic	KXG35780	high	frameshift_variant
SORBI_3002G228500	mRNA	0.7755847953216374	syntenic	EER99019	high	frameshift_variant
SORBI_3002G228600	mRNA	0.9317803660565723	syntenic	EER96865	high	frameshift_variant
SORBI_3002G230000	mRNA	0.9486081370449678	syntenic	EER96881	high	frameshift_variant
SORBI_3002G232900	mRNA	0.756347438752784	syntenic	EER96894	high	frameshift_variant
SORBI_3002G233000	mRNA	0.9773550724637681	syntenic	EER99042	high	frameshift_variant
SORBI_3002G235000	mRNA	0.9744952178533475	syntenic	OQU89644	high	frameshift_variant
SORBI_3002G235500	mRNA	0.983957219251337	syntenic	EER96905	high	frameshift_variant
SORBI_3002G239700	mRNA	0.9460838695362769	syntenic	KXG35861	high	frameshift_variant
SORBI_3002G242500	mRNA	0.9845256215119229	syntenic	KXG35872	high	frameshift_variant
SORBI_3002G244500	mRNA	0.8507924236567452	syntenic	KXG35892	high	frameshift_variant
SORBI_3002G244700	mRNA	0.989100817438692	syntenic	EER99079	high	frameshift_variant
SORBI_3002G245300	mRNA	0.8316831683168316	syntenic	EER96963	high	frameshift_variant
SORBI_3002G247100	mRNA	0.9866879659211928	syntenic	EER99087	high	frameshift_variant
SORBI_3002G247200	mRNA	0.9755732801595214	syntenic	KXG35907	high	frameshift_variant
SORBI_3002G248700	mRNA	0.8643518518518518	syntenic	EER99096	high	frameshift_variant
SORBI_3002G249800	mRNA	0.8544776119402985	syntenic	EER99104	high	frameshift_variant
SORBI_3002G250550	mRNA	0.80684421534937	syntenic	OQU89707	high	frameshift_variant
SORBI_3002G250700	mRNA	0.9565727699530516	syntenic	OQU89708	high	frameshift_variant
SORBI_3002G252700	mRNA	0.9568922305764411	syntenic	KXG35943	high	frameshift_variant
SORBI_3002G253600	mRNA	0.9570690042706226	syntenic	KXG35952	high	frameshift_variant
SORBI_3002G256100	mRNA	0.9771395076201641	syntenic	EER99141	high	frameshift_variant
SORBI_3002G258500	mRNA	0.927710843373494	syntenic	KXG35977	high	frameshift_variant
SORBI_3002G258800	mRNA	0.9439452289259734	syntenic	KXG35979	high	frameshift_variant
SORBI_3002G261200	mRNA	0.8306997742663657	syntenic	EER97027	high	frameshift_variant
SORBI_3002G265200	mRNA	0.9095558546433378	syntenic	EER97050	high	frameshift_variant
SORBI_3002G265600	mRNA	0.9557399723374828	syntenic	EER99196	high	frameshift_variant
SORBI_3002G265900	mRNA	0.8061016949152542	syntenic	KXG36016	high	frameshift_variant
SORBI_3002G268900	mRNA	0.8383484954513646	syntenic	KXG36029	high	frameshift_variant
SORBI_3002G269100	mRNA	0.9408212560386473	syntenic	EER99211	high	frameshift_variant
SORBI_3002G270733	mRNA	0.7984409799554566	syntenic	OQU89798	high	frameshift_variant
SORBI_3002G272900	mRNA	0.8906838987614432	syntenic	EER99231	high	frameshift_variant
SORBI_3002G273000	mRNA	0.880900822867042	syntenic	OQU89809	high	frameshift_variant
SORBI_3002G275700	mRNA	0.8633252606086133	syntenic	EER97090	high	frameshift_variant
SORBI_3002G283000	mRNA	0.9955156950672646	syntenic	OQU89853	high	frameshift_variant
SORBI_3002G284500	mRNA	0.9763843648208469	syntenic	OQU89856	high	frameshift_variant
SORBI_3002G286900	mRNA	0.8639207507820647	syntenic	EER97137	high	frameshift_variant
SORBI_3002G288200	mRNA	0.9181905678537055	syntenic	KXG36130	high	frameshift_variant
SORBI_3002G291700	mRNA	0.9600893997445722	syntenic	OQU89905	high	frameshift_variant
SORBI_3002G294200	mRNA	0.9472611464968153	syntenic	EER97171	high	frameshift_variant
SORBI_3002G294900	mRNA	0.9323671497584541	syntenic	EER99337	high	frameshift_variant
SORBI_3002G295300	mRNA	0.9390537289494787	syntenic	KXG36176	high	frameshift_variant
SORBI_3002G295900	mRNA	0.7819905213270142	syntenic	EER97181	high	frameshift_variant
SORBI_3002G296600	mRNA	0.8410011041589989	syntenic	EER97184	high	frameshift_variant
SORBI_3002G297800	mRNA	0.8305597579425114	syntenic	EER99361	high	frameshift_variant
SORBI_3002G303700	mRNA	0.7711781888997079	syntenic	KXG36229	high	frameshift_variant
SORBI_3002G304000	mRNA	0.7663870767319043	syntenic	EER99388	high	frameshift_variant
SORBI_3002G306300	mRNA	0.9296093602566522	syntenic	EER97237	high	frameshift_variant
SORBI_3002G307700	mRNA	0.9116883116883117	syntenic	EER97242	high	frameshift_variant
SORBI_3002G308400	mRNA	0.9505068574836016	syntenic	EER97244	high	frameshift_variant
SORBI_3002G308600	mRNA	0.9980952380952381	syntenic	EER99402	high	frameshift_variant
SORBI_3002G308700	mRNA	0.8353273512794949	syntenic	KXG36264	high	frameshift_variant
SORBI_3002G310300	mRNA	0.7732717450872935	syntenic	EER97255	high	frameshift_variant
SORBI_3002G312100	mRNA	0.9868603042876902	syntenic	EER97265	high	frameshift_variant
SORBI_3002G313500	mRNA	0.8080562970152876	syntenic	KXG36288	high	frameshift_variant
SORBI_3002G314700	mRNA	0.8036529680365296	syntenic	EER99438	high	frameshift_variant
SORBI_3002G314900	mRNA	0.9289815011694663	syntenic	OQU89996	high	frameshift_variant
SORBI_3002G318600	mRNA	0.7772908366533865	syntenic	KXG36337	high	frameshift_variant
SORBI_3002G318700	mRNA	0.948559670781893	syntenic	KXG36336	high	frameshift_variant
SORBI_3002G320900	mRNA	0.8683884064508853	syntenic	KXG36355	high	frameshift_variant
SORBI_3002G323000	mRNA	0.8974753018660813	syntenic	EER97318	high	frameshift_variant
SORBI_3002G326300	mRNA	0.9780324737344794	syntenic	KXG36390	high	frameshift_variant
SORBI_3002G333900	mRNA	0.9011090573012939	syntenic	OQU90069	high	frameshift_variant
SORBI_3002G338000	mRNA	0.8259927797833935	syntenic	EER99537	high	frameshift_variant
SORBI_3002G343500	mRNA	0.9694046306504961	syntenic	EER99568	high	frameshift_variant
SORBI_3002G345300	mRNA	0.9519970685232686	syntenic	OQU90125	high	frameshift_variant
SORBI_3002G346400	mRNA	0.9268502581755593	syntenic	EER99579	high	frameshift_variant
SORBI_3002G346501	mRNA	0.9473684210526315	syntenic	OQU90130	high	frameshift_variant
