gid	ttype	po	syn	tid	impact	eff
Zm00008a007927	mRNA	0.8145572308345721	syntenic	Zm00008a007927_T01	high	exon_loss_variant
Zm00008a007955	mRNA	0.7665300115631242	syntenic	Zm00008a007955_T01	high	exon_loss_variant
Zm00008a008180	mRNA	0.8697657482704212	syntenic	Zm00008a008180_T01	high	exon_loss_variant
Zm00008a008241	mRNA	0.8810188055383343	syntenic	Zm00008a008241_T01	high	exon_loss_variant
Zm00008a008429	mRNA	0.7990340193196136	syntenic	Zm00008a008429_T01	high	exon_loss_variant
Zm00008a008692	mRNA	0.8696002668593985	syntenic	Zm00008a008692_T01	high	exon_loss_variant
Zm00008a008832	mRNA	0.7743948090841029	syntenic	Zm00008a008832_T01	high	exon_loss_variant
Zm00008a009031	mRNA	0.8255544521681563	syntenic	Zm00008a009031_T01	high	exon_loss_variant
Zm00008a009575	mRNA	0.7654433139534884	syntenic	Zm00008a009575_T01	high	exon_loss_variant
Zm00008a009592	mRNA	0.8387982832618026	syntenic	Zm00008a009592_T01	high	exon_loss_variant
Zm00008a009717	mRNA	0.7872007955110448	syntenic	Zm00008a009717_T01	high	exon_loss_variant
Zm00008a009866	mRNA	0.9881408502098157	syntenic	Zm00008a009866_T01	high	exon_loss_variant
Zm00008a009898	mRNA	0.9895181476846058	syntenic	Zm00008a009898_T01	high	exon_loss_variant
Zm00008a010401	mRNA	0.7604919292851653	syntenic	Zm00008a010401_T01	high	exon_loss_variant
Zm00008a010417	mRNA	0.8487620249172055	syntenic	Zm00008a010417_T01	high	exon_loss_variant
Zm00008a010420	mRNA	0.8123406425293218	syntenic	Zm00008a010420_T01	high	exon_loss_variant
Zm00008a010564	mRNA	0.829432564404782	syntenic	Zm00008a010564_T01	high	exon_loss_variant
Zm00008a010612	mRNA	0.8795105114527769	syntenic	Zm00008a010612_T01	high	exon_loss_variant
Zm00008a010709	mRNA	0.9052998437687778	syntenic	Zm00008a010709_T01	high	exon_loss_variant
Zm00008a010739	mRNA	0.9715417491921192	syntenic	Zm00008a010739_T01	high	exon_loss_variant
Zm00008a011120	mRNA	0.8536871770784406	syntenic	Zm00008a011120_T01	high	exon_loss_variant
Zm00008a011205	mRNA	0.7786772376382224	syntenic	Zm00008a011205_T01	high	exon_loss_variant
Zm00008a011375	mRNA	0.7831470128621228	syntenic	Zm00008a011375_T01	high	exon_loss_variant
Zm00008a011463	mRNA	0.8788265306122449	syntenic	Zm00008a011463_T01	high	exon_loss_variant
Zm00008a011511	mRNA	0.897080080948251	syntenic	Zm00008a011511_T01	high	exon_loss_variant
Zm00008a012225	mRNA	0.8403746412206052	syntenic	Zm00008a012225_T01	high	exon_loss_variant
Zm00008a012896	mRNA	0.9406305008801408	syntenic	Zm00008a012896_T01	high	exon_loss_variant
Zm00008a013030	mRNA	0.7599052880820837	syntenic	Zm00008a013030_T01	high	exon_loss_variant
Zm00008a013101	mRNA	0.9062301335028607	syntenic	Zm00008a013101_T01	high	exon_loss_variant
Zm00008a013109	mRNA	0.9421988451203476	syntenic	Zm00008a013109_T01	high	exon_loss_variant
Zm00008a013155	mRNA	0.8365384615384616	syntenic	Zm00008a013155_T01	high	exon_loss_variant
Zm00008a014196	mRNA	0.8511395219566426	syntenic	Zm00008a014196_T01	high	exon_loss_variant
Zm00008a014220	mRNA	0.8028206850235057	syntenic	Zm00008a014220_T01	high	exon_loss_variant
Zm00008a014847	mRNA	0.8080148870367458	syntenic	Zm00008a014847_T01	high	exon_loss_variant
Zm00008a014889	mRNA	0.9062894670371305	syntenic	Zm00008a014889_T01	high	exon_loss_variant
Zm00008a014929	mRNA	0.8640776699029126	syntenic	Zm00008a014929_T01	high	exon_loss_variant
Zm00008a015277	mRNA	0.8076564924987066	syntenic	Zm00008a015277_T01	high	exon_loss_variant
Zm00008a015442	mRNA	0.9132151969522212	syntenic	Zm00008a015442_T01	high	exon_loss_variant
Zm00008a016171	mRNA	0.7887669650591972	syntenic	Zm00008a016171_T01	high	exon_loss_variant
Zm00008a016207	mRNA	0.8692716857610474	syntenic	Zm00008a016207_T01	high	exon_loss_variant
Zm00008a016298	mRNA	0.8035533728152535	syntenic	Zm00008a016298_T01	high	exon_loss_variant
Zm00008a016760	mRNA	0.9062624057165541	syntenic	Zm00008a016760_T01	high	exon_loss_variant
Zm00008a016990	mRNA	0.8134281792087857	syntenic	Zm00008a016990_T01	high	exon_loss_variant
Zm00008a017157	mRNA	0.8441773725652715	syntenic	Zm00008a017157_T01	high	exon_loss_variant
Zm00008a017453	mRNA	0.7999626098336138	syntenic	Zm00008a017453_T01	high	exon_loss_variant
Zm00008a017630	mRNA	0.8022578938084318	syntenic	Zm00008a017630_T01	high	exon_loss_variant
Zm00008a017718	mRNA	0.8598702082704498	syntenic	Zm00008a017718_T01	high	exon_loss_variant
Zm00008a018020	mRNA	0.9312029309993893	syntenic	Zm00008a018020_T01	high	exon_loss_variant
Zm00008a018028	mRNA	0.7983539094650206	syntenic	Zm00008a018028_T01	high	exon_loss_variant
Zm00008a018105	mRNA	0.9393139841688655	syntenic	Zm00008a018105_T01	high	exon_loss_variant
Zm00008a018200	mRNA	0.8847617424887829	syntenic	Zm00008a018200_T01	high	exon_loss_variant
Zm00008a018379	mRNA	0.9045559690234336	syntenic	Zm00008a018379_T01	high	exon_loss_variant
Zm00008a018783	mRNA	0.8139462163852408	syntenic	Zm00008a018783_T01	high	exon_loss_variant
Zm00008a019562	mRNA	0.9394495412844037	syntenic	Zm00008a019562_T01	high	exon_loss_variant
Zm00008a019573	mRNA	0.8498959216714208	syntenic	Zm00008a019573_T01	high	exon_loss_variant
Zm00008a019620	mRNA	0.8402255639097744	syntenic	Zm00008a019620_T01	high	exon_loss_variant
Zm00008a019672	mRNA	0.7769096273631297	syntenic	Zm00008a019672_T01	high	exon_loss_variant
Zm00008a019825	mRNA	0.8733746130030959	syntenic	Zm00008a019825_T01	high	exon_loss_variant
Zm00008a019914	mRNA	0.8209772535804549	syntenic	Zm00008a019914_T01	high	exon_loss_variant
Zm00008a019954	mRNA	0.8376858677995752	syntenic	Zm00008a019954_T01	high	exon_loss_variant
Zm00008a020021	mRNA	0.9351187629523354	syntenic	Zm00008a020021_T01	high	exon_loss_variant
Zm00008a020272	mRNA	0.838869715271786	syntenic	Zm00008a020272_T01	high	exon_loss_variant
Zm00008a020316	mRNA	0.8506972928630024	syntenic	Zm00008a020316_T01	high	exon_loss_variant
Zm00008a020790	mRNA	0.9360044518642181	syntenic	Zm00008a020790_T01	high	exon_loss_variant
Zm00008a021124	mRNA	0.8324110112518576	syntenic	Zm00008a021124_T01	high	exon_loss_variant
Zm00008a021245	mRNA	0.7849171691966452	syntenic	Zm00008a021245_T01	high	exon_loss_variant
Zm00008a021312	mRNA	0.770189701897019	syntenic	Zm00008a021312_T01	high	exon_loss_variant
Zm00008a021316	mRNA	0.8609737542791936	syntenic	Zm00008a021316_T01	high	exon_loss_variant
Zm00008a022113	mRNA	0.7873619233268356	syntenic	Zm00008a022113_T01	high	exon_loss_variant
Zm00008a022115	mRNA	0.8213511191128934	syntenic	Zm00008a022115_T01	high	exon_loss_variant
Zm00008a022339	mRNA	0.871272365805169	syntenic	Zm00008a022339_T01	high	exon_loss_variant
Zm00008a022357	mRNA	0.8243146603098928	syntenic	Zm00008a022357_T01	high	exon_loss_variant
Zm00008a022764	mRNA	0.8065606361829026	syntenic	Zm00008a022764_T01	high	exon_loss_variant
Zm00008a022964	mRNA	0.8309650481513907	syntenic	Zm00008a022964_T01	high	exon_loss_variant
Zm00008a022986	mRNA	0.8022827165745073	syntenic	Zm00008a022986_T01	high	exon_loss_variant
Zm00008a023266	mRNA	0.9412873687045515	syntenic	Zm00008a023266_T01	high	exon_loss_variant
Zm00008a023705	mRNA	0.8394801155298822	syntenic	Zm00008a023705_T01	high	exon_loss_variant
Zm00008a023967	mRNA	0.9133837021046951	syntenic	Zm00008a023967_T01	high	exon_loss_variant
Zm00008a024011	mRNA	0.8517092970362854	syntenic	Zm00008a024011_T01	high	exon_loss_variant
Zm00008a024059	mRNA	0.76504155811934	syntenic	Zm00008a024059_T01	high	exon_loss_variant
Zm00008a024278	mRNA	0.8160529138362531	syntenic	Zm00008a024278_T01	high	exon_loss_variant
Zm00008a024279	mRNA	0.7701107681133104	syntenic	Zm00008a024279_T01	high	exon_loss_variant
Zm00008a024427	mRNA	0.9887133182844243	syntenic	Zm00008a024427_T01	high	exon_loss_variant
Zm00008a024622	mRNA	0.8048113723346091	syntenic	Zm00008a024622_T01	high	exon_loss_variant
Zm00008a024655	mRNA	0.8279394644935972	syntenic	Zm00008a024655_T01	high	exon_loss_variant
Zm00008a024663	mRNA	0.802101148301979	syntenic	Zm00008a024663_T01	high	exon_loss_variant
Zm00008a024694	mRNA	0.8559659845867659	syntenic	Zm00008a024694_T01	high	exon_loss_variant
Zm00008a025268	mRNA	0.9402380952380952	syntenic	Zm00008a025268_T01	high	exon_loss_variant
Zm00008a025328	mRNA	0.8877236273904997	syntenic	Zm00008a025328_T01	high	exon_loss_variant
Zm00008a025545	mRNA	0.9211118251928021	syntenic	Zm00008a025545_T01	high	exon_loss_variant
Zm00008a025666	mRNA	0.8996786042240588	syntenic	Zm00008a025666_T01	high	exon_loss_variant
Zm00008a025731	mRNA	0.8642769607843137	syntenic	Zm00008a025731_T01	high	exon_loss_variant
Zm00008a025834	mRNA	0.9329551315110882	syntenic	Zm00008a025834_T01	high	exon_loss_variant
Zm00008a025897	mRNA	0.9635208284302189	syntenic	Zm00008a025897_T01	high	exon_loss_variant
Zm00008a025923	mRNA	0.8076819769003492	syntenic	Zm00008a025923_T01	high	exon_loss_variant
Zm00008a025931	mRNA	0.8321405335068315	syntenic	Zm00008a025931_T01	high	exon_loss_variant
Zm00008a026010	mRNA	0.8543094121889651	syntenic	Zm00008a026010_T01	high	exon_loss_variant
Zm00008a026300	mRNA	0.7730684634989352	syntenic	Zm00008a026300_T01	high	exon_loss_variant
Zm00008a026762	mRNA	0.8259663399297207	syntenic	Zm00008a026762_T01	high	exon_loss_variant
Zm00008a026949	mRNA	0.9059252506836828	syntenic	Zm00008a026949_T01	high	exon_loss_variant
Zm00008a027322	mRNA	0.8105776444111028	syntenic	Zm00008a027322_T01	high	exon_loss_variant
Zm00008a027650	mRNA	0.9686411149825784	syntenic	Zm00008a027650_T01	high	exon_loss_variant
Zm00008a028067	mRNA	0.9271050800278358	syntenic	Zm00008a028067_T01	high	exon_loss_variant
Zm00008a028494	mRNA	0.8800473302765863	syntenic	Zm00008a028494_T01	high	exon_loss_variant
Zm00008a028566	mRNA	0.8410126582278481	syntenic	Zm00008a028566_T01	high	exon_loss_variant
Zm00008a028651	mRNA	0.8908465835840138	syntenic	Zm00008a028651_T01	high	exon_loss_variant
Zm00008a028668	mRNA	0.8733695652173913	syntenic	Zm00008a028668_T01	high	exon_loss_variant
Zm00008a028876	mRNA	0.8434702777140234	syntenic	Zm00008a028876_T01	high	exon_loss_variant
Zm00008a028967	mRNA	0.8310533515731874	syntenic	Zm00008a028967_T01	high	exon_loss_variant
Zm00008a029353	mRNA	0.8336349534643226	syntenic	Zm00008a029353_T01	high	exon_loss_variant
Zm00008a029369	mRNA	0.8096415327564895	syntenic	Zm00008a029369_T01	high	exon_loss_variant
Zm00008a029963	mRNA	0.8071547420965058	syntenic	Zm00008a029963_T01	high	exon_loss_variant
Zm00008a030004	mRNA	0.8079383687824485	syntenic	Zm00008a030004_T01	high	exon_loss_variant
Zm00008a030087	mRNA	0.815508603790024	syntenic	Zm00008a030087_T01	high	exon_loss_variant
Zm00008a030098	mRNA	0.8511744320369657	syntenic	Zm00008a030098_T01	high	exon_loss_variant
Zm00008a030261	mRNA	0.8430903155603917	syntenic	Zm00008a030261_T01	high	exon_loss_variant
Zm00008a030506	mRNA	0.8052272727272727	syntenic	Zm00008a030506_T01	high	exon_loss_variant
Zm00008a030802	mRNA	0.9767441860465116	syntenic	Zm00008a030802_T01	high	exon_loss_variant
Zm00008a030818	mRNA	0.8129361245303274	syntenic	Zm00008a030818_T01	high	exon_loss_variant
Zm00008a030862	mRNA	0.7929964539007093	syntenic	Zm00008a030862_T01	high	exon_loss_variant
Zm00008a030978	mRNA	0.8830150569225119	syntenic	Zm00008a030978_T01	high	exon_loss_variant
Zm00008a031009	mRNA	0.988871834228703	syntenic	Zm00008a031009_T01	high	exon_loss_variant
Zm00008a031083	mRNA	0.947602413464592	syntenic	Zm00008a031083_T01	high	exon_loss_variant
Zm00008a031346	mRNA	0.866636997478119	syntenic	Zm00008a031346_T01	high	exon_loss_variant
Zm00008a031641	mRNA	0.9227097067515344	syntenic	Zm00008a031641_T01	high	exon_loss_variant
Zm00008a031834	mRNA	0.7892712002167435	syntenic	Zm00008a031834_T01	high	exon_loss_variant
Zm00008a031975	mRNA	0.858683314415437	syntenic	Zm00008a031975_T01	high	exon_loss_variant
Zm00008a032011	mRNA	0.840264354004493	syntenic	Zm00008a032011_T01	high	exon_loss_variant
Zm00008a032291	mRNA	0.760687454291603	syntenic	Zm00008a032291_T01	high	exon_loss_variant
Zm00008a032713	mRNA	0.8017003188097769	syntenic	Zm00008a032713_T01	high	exon_loss_variant
Zm00008a032817	mRNA	0.7698709239130435	syntenic	Zm00008a032817_T01	high	exon_loss_variant
Zm00008a032916	mRNA	0.8476502988397985	syntenic	Zm00008a032916_T01	high	exon_loss_variant
Zm00008a033282	mRNA	0.9516554792970813	syntenic	Zm00008a033282_T01	high	exon_loss_variant
Zm00008a033394	mRNA	0.8527416619559073	syntenic	Zm00008a033394_T01	high	exon_loss_variant
Zm00008a033428	mRNA	0.7669117647058824	syntenic	Zm00008a033428_T01	high	exon_loss_variant
Zm00008a033708	mRNA	0.8715429953150975	syntenic	Zm00008a033708_T01	high	exon_loss_variant
Zm00008a034016	mRNA	0.8426367461430575	syntenic	Zm00008a034016_T01	high	exon_loss_variant
Zm00008a034070	mRNA	0.9071379859058877	syntenic	Zm00008a034070_T01	high	exon_loss_variant
Zm00008a035359	mRNA	0.9284621270084162	syntenic	Zm00008a035359_T01	high	exon_loss_variant
Zm00008a035449	mRNA	0.8681493248610008	syntenic	Zm00008a035449_T01	high	exon_loss_variant
Zm00008a035981	mRNA	0.7695507487520798	syntenic	Zm00008a035981_T01	high	exon_loss_variant
Zm00008a036658	mRNA	0.8961244397574479	syntenic	Zm00008a036658_T01	high	exon_loss_variant
Zm00008a036689	mRNA	0.8895317302476948	syntenic	Zm00008a036689_T01	high	exon_loss_variant
Zm00008a037086	mRNA	0.9881340461598644	syntenic	Zm00008a037086_T01	high	exon_loss_variant
Zm00008a037786	mRNA	0.8665924276169265	syntenic	Zm00008a037786_T01	high	exon_loss_variant
Zm00008a037932	mRNA	0.9824749642346209	syntenic	Zm00008a037932_T01	high	exon_loss_variant
Zm00008a037995	mRNA	0.8614996114996115	syntenic	Zm00008a037995_T01	high	exon_loss_variant
Zm00008a038184	mRNA	0.7907966172478597	syntenic	Zm00008a038184_T01	high	exon_loss_variant
Zm00008a038230	mRNA	0.7957286067121895	syntenic	Zm00008a038230_T01	high	exon_loss_variant
Zm00008a038321	mRNA	0.8669511968825385	syntenic	Zm00008a038321_T01	high	exon_loss_variant
Zm00008a038325	mRNA	0.8526769673014732	syntenic	Zm00008a038325_T01	high	exon_loss_variant
Zm00008a038478	mRNA	0.8488968837627638	syntenic	Zm00008a038478_T01	high	exon_loss_variant
Zm00008a038577	mRNA	0.961864406779661	syntenic	Zm00008a038577_T01	high	exon_loss_variant
Zm00008a038825	mRNA	0.8537047841306884	syntenic	Zm00008a038825_T01	high	exon_loss_variant
Zm00008a038866	mRNA	0.8026525198938992	syntenic	Zm00008a038866_T01	high	exon_loss_variant
Zm00008a038893	mRNA	0.8316077953714982	syntenic	Zm00008a038893_T01	high	exon_loss_variant
Zm00008a039487	mRNA	0.8367565091242269	syntenic	Zm00008a039487_T01	high	exon_loss_variant
Zm00008a000005	mRNA	1	syntenic	Zm00008a000005_T01	high	frameshift_variant
Zm00008a000012	mRNA	0.9247069250292068	syntenic	Zm00008a000012_T01	high	frameshift_variant
Zm00008a000016	mRNA	0.9967148488830486	syntenic	Zm00008a000016_T01	high	frameshift_variant
Zm00008a000020	mRNA	0.9870796460176992	syntenic	Zm00008a000020_T01	high	frameshift_variant
Zm00008a000050	mRNA	1	syntenic	Zm00008a000050_T01	high	frameshift_variant
Zm00008a000060	mRNA	0.9278350515463918	syntenic	Zm00008a000060_T01	high	frameshift_variant
Zm00008a000093	mRNA	0.9789734075448361	syntenic	Zm00008a000093_T01	high	frameshift_variant
Zm00008a000110	mRNA	0.9749115471212608	syntenic	Zm00008a000110_T01	high	frameshift_variant
Zm00008a000117	mRNA	0.8738587217683805	syntenic	Zm00008a000117_T01	high	frameshift_variant
Zm00008a000129	mRNA	0.8010695187165775	syntenic	Zm00008a000129_T01	high	frameshift_variant
Zm00008a000137	mRNA	0.9960343688037012	syntenic	Zm00008a000137_T01	high	frameshift_variant
Zm00008a000139	mRNA	0.8444951801116185	syntenic	Zm00008a000139_T01	high	frameshift_variant
Zm00008a000160	mRNA	0.9763857002295835	syntenic	Zm00008a000160_T01	high	frameshift_variant
Zm00008a000161	mRNA	0.9844097995545658	syntenic	Zm00008a000161_T01	high	frameshift_variant
Zm00008a000164	mRNA	0.9558610709117221	syntenic	Zm00008a000164_T01	high	frameshift_variant
Zm00008a000165	mRNA	0.8810090433127082	syntenic	Zm00008a000165_T01	high	frameshift_variant
Zm00008a000167	mRNA	0.837976737895591	syntenic	Zm00008a000167_T01	high	frameshift_variant
Zm00008a000171	mRNA	0.9184818481848185	syntenic	Zm00008a000171_T01	high	frameshift_variant
Zm00008a000182	mRNA	0.8292105263157895	syntenic	Zm00008a000182_T01	high	frameshift_variant
Zm00008a000208	mRNA	0.994392523364486	syntenic	Zm00008a000208_T01	high	frameshift_variant
Zm00008a000211	mRNA	0.8999618174875906	syntenic	Zm00008a000211_T01	high	frameshift_variant
Zm00008a000215	mRNA	0.9554065870008743	syntenic	Zm00008a000215_T01	high	frameshift_variant
Zm00008a000219	mRNA	0.9619047619047619	syntenic	Zm00008a000219_T01	high	frameshift_variant
Zm00008a000224	mRNA	0.9622767857142858	syntenic	Zm00008a000224_T01	high	frameshift_variant
Zm00008a000229	mRNA	0.9239961759082218	syntenic	Zm00008a000229_T01	high	frameshift_variant
Zm00008a000231	mRNA	0.8593861527480371	syntenic	Zm00008a000231_T01	high	frameshift_variant
Zm00008a000233	mRNA	0.9996408045977011	syntenic	Zm00008a000233_T01	high	frameshift_variant
Zm00008a000264	mRNA	0.8843537414965986	syntenic	Zm00008a000264_T01	high	frameshift_variant
Zm00008a000300	mRNA	0.9822242479489517	syntenic	Zm00008a000300_T01	high	frameshift_variant
Zm00008a000318	mRNA	0.7762619372442019	syntenic	Zm00008a000318_T01	high	frameshift_variant
Zm00008a000355	mRNA	0.8688410825815406	syntenic	Zm00008a000355_T01	high	frameshift_variant
Zm00008a000409	mRNA	0.9755181347150259	syntenic	Zm00008a000409_T01	high	frameshift_variant
Zm00008a000448	mRNA	0.9040139616055847	syntenic	Zm00008a000448_T01	high	frameshift_variant
Zm00008a000456	mRNA	0.9869281045751634	syntenic	Zm00008a000456_T01	high	frameshift_variant
Zm00008a000460	mRNA	0.9995042141794744	syntenic	Zm00008a000460_T01	high	frameshift_variant
Zm00008a000465	mRNA	0.7945205479452054	syntenic	Zm00008a000465_T01	high	frameshift_variant
Zm00008a000467	mRNA	0.9885896850753081	syntenic	Zm00008a000467_T01	high	frameshift_variant
Zm00008a000472	mRNA	0.9793473771168938	syntenic	Zm00008a000472_T01	high	frameshift_variant
Zm00008a000504	mRNA	0.7924094307073031	syntenic	Zm00008a000504_T01	high	frameshift_variant
Zm00008a000508	mRNA	0.9736892644516997	syntenic	Zm00008a000508_T01	high	frameshift_variant
Zm00008a000515	mRNA	0.7832278481012658	syntenic	Zm00008a000515_T01	high	frameshift_variant
Zm00008a000516	mRNA	0.9882766705744431	syntenic	Zm00008a000516_T01	high	frameshift_variant
Zm00008a000519	mRNA	0.9897142857142858	syntenic	Zm00008a000519_T01	high	frameshift_variant
Zm00008a000531	mRNA	0.8774200810445745	syntenic	Zm00008a000531_T01	high	frameshift_variant
Zm00008a000539	mRNA	0.9552715654952076	syntenic	Zm00008a000539_T01	high	frameshift_variant
Zm00008a000543	mRNA	0.9981971153846154	syntenic	Zm00008a000543_T01	high	frameshift_variant
Zm00008a000547	mRNA	0.990054369447023	syntenic	Zm00008a000547_T01	high	frameshift_variant
Zm00008a000565	mRNA	1	syntenic	Zm00008a000565_T01	high	frameshift_variant
Zm00008a000572	mRNA	0.9178093112244898	syntenic	Zm00008a000572_T01	high	frameshift_variant
Zm00008a000581	mRNA	0.9858818850666137	syntenic	Zm00008a000581_T01	high	frameshift_variant
Zm00008a000617	mRNA	0.7934973637961336	syntenic	Zm00008a000617_T01	high	frameshift_variant
Zm00008a000676	mRNA	0.9937862468931234	syntenic	Zm00008a000676_T01	high	frameshift_variant
Zm00008a000694	mRNA	0.9828487422410976	syntenic	Zm00008a000694_T01	high	frameshift_variant
Zm00008a000703	mRNA	0.9375963020030816	syntenic	Zm00008a000703_T01	high	frameshift_variant
Zm00008a000709	mRNA	0.845518118245391	syntenic	Zm00008a000709_T01	high	frameshift_variant
Zm00008a000714	mRNA	0.9880647911338448	syntenic	Zm00008a000714_T01	high	frameshift_variant
Zm00008a000723	mRNA	0.9051117232935415	syntenic	Zm00008a000723_T01	high	frameshift_variant
Zm00008a000730	mRNA	0.9776214833759591	syntenic	Zm00008a000730_T01	high	frameshift_variant
Zm00008a000731	mRNA	0.9914752203438809	syntenic	Zm00008a000731_T01	high	frameshift_variant
Zm00008a000757	mRNA	0.8139397519196693	syntenic	Zm00008a000757_T01	high	frameshift_variant
Zm00008a000761	mRNA	0.8584118438761776	syntenic	Zm00008a000761_T01	high	frameshift_variant
Zm00008a000763	mRNA	0.9467613132209406	syntenic	Zm00008a000763_T01	high	frameshift_variant
Zm00008a000774	mRNA	1	syntenic	Zm00008a000774_T01	high	frameshift_variant
Zm00008a000777	mRNA	0.9463299131807419	syntenic	Zm00008a000777_T01	high	frameshift_variant
Zm00008a000782	mRNA	0.7999376752882518	syntenic	Zm00008a000782_T01	high	frameshift_variant
Zm00008a000825	mRNA	0.9318363159694517	syntenic	Zm00008a000825_T01	high	frameshift_variant
Zm00008a000861	mRNA	0.9138155448121978	syntenic	Zm00008a000861_T01	high	frameshift_variant
Zm00008a000875	mRNA	0.775599128540305	syntenic	Zm00008a000875_T01	high	frameshift_variant
Zm00008a000881	mRNA	0.9669245132035209	syntenic	Zm00008a000881_T01	high	frameshift_variant
Zm00008a000893	mRNA	0.984493938539611	syntenic	Zm00008a000893_T01	high	frameshift_variant
